Work Order,Description,Description Google Translate,Asset Group,Asset Number,Asset Description,Create Date,Scheduled Start Date,Priority,Status,Owning Department,Work Order Type,Activity,Wip Accounting Class,Month, Actual Equipment Cost ,Labour Cost Group,Material Cost Group,Total Cost Group
6003402,CAMBIO DE LA MANGUERA DE RETORNO DE LA TRANSMISION.,CHANGING THE RETURN HOSE TRANSMISSION.,CAT789CDTS,408,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,09-05-16 15:52,11-11-16 6:16,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-OCT, $-   ,0,0,0
6003422,CAMBIO DE CILINDROS DE DIRECCION IZQUIERDO.,CHANGE DIRECTION LEFT CYLINDER.,CAT789CHYS,408,CYLINDER STEERING LEFT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,09-05-16 16:04,12-07-16 15:58,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-DEC, $-   ,0,0,0
6003441,CAMBIO DE CILINDROS DE DIRECCION DERECHO.,CHANGE DIRECTION RIGHT CYLINDER.,CAT789CHYS,408,CYLINDER STEERING RIGHT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,09-05-16 16:09,12-05-16 16:08,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-DEC, $-   ,0,0,0
6008439,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789D,PREVENTIVE INSPECTION EVERY 250HRS CATERPILLAR 789D,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,09-07-16 8:53,9/17/2016 10:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,CAT789DPV008,18601401,2016-SEP, $-   ,3,9,11
6008847,CAMBIO CRUCETAS PRINCIPALES.PCR03,CHANGE CRUCETAS PRINCIPALES.PCR03,CAT789CDTS,403,DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,09-07-16 11:29,04-03-17 11:29,5 - Shutdown,WPART,MM3,PM - Preventative,CAT789CPV162,18601401,2016-SEP, $-   ,0,0,0
6009419,ISNTALAR TORNILLO DE LA GUARDA DEL MOTOR,ISNTALAR SCREW ENGINE GUARDIAN,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,09-07-16 16:11,09-07-16 16:07,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,3,10,11
6011313,para pago de partes adicionales presupuesto 18267_ reparaci¢n motor 408.,to pay additional repair parts engine budget 18267_ 408.,CAT789CENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,09-08-16 5:50,4/24/2017 5:48,3 - Due less than 30 days,WSCHED,MM3,ST - Standing,,18601401,2016-SEP, $-   ,0,0,0
6011395,CAMBIO DE MANGUERA DEL ROTOR CHANVER DELANTERO,CHANGING HOSE FRONT ROTOR CHANVER,CAT789DDTS,422,BRAKE PARK DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,09-08-16 6:55,09-08-16 6:52,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,2,8,10
6011441,VERIFICAR FUNCIONAMIENTO DE SENSOR DE TEMPERATURA DE ESCAPE BANCO LADO DERECHO. VERIFICAR EN ET CODIGOS DE FALLA,VERIFY OPERATION EXHAUST TEMPERATURE SENSOR BANK RIGHT SIDE.ˇVERIFY IN TROUBLE CODES ET,CAT789DELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,09-08-16 7:41,9/17/2016 13:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-SEP, $-   ,1,0,1
6012266,Reemplazar Filtros y Aceite Motor Diesel. (Anticipado al PM),Replace Filters and Diesel Motor Oil.ˇ(Advance to PM),CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,09-08-16 9:49,09-08-16 9:46,1 - Due less than 7 days,Complete,MM3,PM - Preventative,,18601401,2016-SEP, $-   ,3,0,3
6013273,REPARACION DE LAS LUCES DE TRABAJO,REPAIR WORK LIGHTS,CAT789DELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,09-08-16 20:33,09-08-16 20:28,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,5,0,5
6014177,REPARAR PERDA•O DE LA ESCALERA PRINCIPAL,MEND PERDA•O of the main staircase,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,09-09-16 13:59,09-09-16 13:57,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,0,0
6014275,CAMBIO DE LA LLANTA POS 4 REPARACION FALLIDA,CHANGING TIRE REPAIR FAILED pos.4,CAT789DTIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,09-09-16 16:03,09-09-16 16:01,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,11,4,11
6014364,Reparar ambas escaleras de acceso,Repair both access stairs,CAT789DFRM,422,FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 422,09-09-16 18:08,09-09-16 18:04,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,6,14,15
6014437,REEMPLAZAR MOTOR DE ARRANQUE,REPLACING STARTER,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,09-09-16 21:47,09-09-16 21:46,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,6,22,22
6014824,CAMBIO DE ESPEJO RETROVISOR IZQUIERDO POR ROTURA,CHANGE OF MIRROR LEFT BY BREAKING,CAT789CFRM,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,09-10-16 6:49,09-10-16 6:47,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,2,13,13
6015772,"REEMPLAZAR MANGUERAS DE ENFRIAMIENTO DE FRENO DELANTERO RH, POR FUGA N2 ( para fines de pago).","REPLACING COOLING HOSE FRONT BRAKE RH, N2 leakage (for payment purposes).",CAT789CDTS,403,BRAKE RIGHT FRONT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,09-11-16 7:29,1/31/2017 9:28,2 - Due less than 14 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,5,1,5
6015799,INSTALAR TORNILLOS DE SOPORTE DE MANGUERA DE FILTRO DE LA TRANSMISION.,INSTALL BOLTS SUPPORT HOSE transmission filter.,CAT789CDTS,403,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,09-11-16 8:00,02-09-17 21:38,2 - Due less than 14 days,Complete,MM3,CM - Corrective,,18601401,2017-FEB, $-   ,2,0,2
6017760,COMPLETAR PSI A TODAS LAS LLANTAS TRACERAS.,PSI COMPLETE ALL TIRES TRACERAS.,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,09-12-16 15:42,09-12-16 15:40,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,0,0
6018973,cambio de llantas pos. 3 y 4 por buche en el costado (realizado),pos change tires.ˇ3 and 4 on the side buche (realized),CAT789DTIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,9/13/2016 9:27,9/18/2016 6:35,2 - Due less than 14 days,Cancelled,MM3,PM - Preventative,,18601401,2016-SEP, $-   ,0,0,0
6025804,Corregir evento de carrera alta de los Frenos.,High-race event correct Brakes.,CAT789DDTS,434,BRAKE PARK DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,9/15/2016 22:31,9/15/2016 22:30,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,2,0,2
6025893,Inspeccionar y Corregir Poca Potencia del Motor.,Inspect and Correct Low engine power.,CAT789DENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,9/16/2016 1:01,9/16/2016 0:57,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,6,0,6
6026165,CAMBIO DE PELDANO DE LA ESCALERA LADO DERECHA,CHANGING ladder rung RIGHT SIDE,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,9/16/2016 6:55,9/16/2016 6:51,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,6,3,8
6026975,CAMBIO DE LLANTA POS 3 POR BUCHE EN EL FLANCO,TYRE CHANGING CROP POS 3 Flank,CAT789DTIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,9/17/2016 5:44,9/17/2016 5:35,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,12,7,12
6027230,CAMBIAR BASE DEL EXTOR MANUAL ROTA,Extor CHANGE MANUAL ROTA BASE,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,9/17/2016 13:09,9/17/2016 13:06,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,3,4,7
6027728,CAMBIO DE MANGUERA DE LA BOMBA DE LEVANTE.abierta para pago.,CHANGING HOSE PUMP LEVANTE.abierta for payment.,CAT789CHYS,408,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,9/18/2016 3:41,9/18/2016 3:39,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,6,11,12
6028880,CAMBIO DE TODAS LAS LLANTAS TRASERAS PARA RECUPERACION + INSTALACION DE SENSORES TYRESENSE,ALL CHANGE TIRES FOR RECOVERY + REAR INSTALLATION OF SENSORS TYRESENSE,CAT789CTIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,9/19/2016 8:39,11/15/2016 12:00,3 - Due less than 30 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,36,36
6029000,cambio de aceite y filtros hidraulicos por ruido al frenar,oil change and hydraulic brake noise filters,CAT789DHYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,9/19/2016 9:25,9/19/2016 9:23,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,9,17,18
6029233,CAMBIO DE LLANTAS POSICION 1 Y 2 POR ROTACION + INSTALACION DE SENSORES TYRESENSE,TIRE CHANGE POSITION 1 AND 2 FOR ROTATION SENSOR + INSTALLATION TYRESENSE,CAT789CTIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,9/19/2016 11:39,11/15/2016 0:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,CAT789CPV076,18601401,2016-SEP, $-   ,0,32,32
6029702,(INSPETORES) REPARACION DE GUARDA DEL TANK DE COMBUSTIBLE.,(INSPETORES) REPAIR FUEL TANK RANGER.,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,9/19/2016 15:54,02-09-17 16:35,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2017-FEB, $-   ,6,12,12
6030617,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789C,PREVENTIVE INSPECTION EVERY 250HRS CATERPILLAR 789C,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,9/20/2016 8:13,9/27/2016 8:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,CAT789CPV008,18601401,2016-SEP, $-   ,2,9,11
6030637,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789D,PREVENTIVE INSPECTION EVERY 250HRS CATERPILLAR 789D,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,9/20/2016 8:17,9/29/2016 10:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,CAT789DPV008,18601401,2016-SEP, $-   ,0,0,0
6030676,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789D,PREVENTIVE INSPECTION EVERY 250HRS CATERPILLAR 789D,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,9/20/2016 8:35,9/28/2016 10:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,CAT789DPV008,18601401,2016-SEP, $-   ,0,9,9
6032294,REPARACION DE GRIETA DEL TANQUE DE COMBUSTIBLE,CRACK REPAIR FUEL TANK,CAT789DENG,434,PUMP FUEL ENGINE HAULTRUCK CATERPILLAR 789D 434,9/21/2016 1:50,9/21/2016 1:49,1 - Due less than 7 days,Complete,MM7,CM - Corrective,,18601401,2016-SEP, $-   ,0,0,0
6033047,CAMBIAR TANQUE DE COMBUSTIBLE POR FISURA EN LA PARTE INFERIOR. (Cancelada este equipo tiene otra WO para el cambio del tanque de combustible). 3341727,CHANGE FUEL TANK FOR CRACK AT THE BOTTOM.ˇ(Cancelled this team has another WO for change fuel tank).ˇ3341727,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,9/21/2016 3:25,12/22/2016 7:27,3 - Due less than 30 days,Cancelled,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,0,0
6033819,INSTALACION DE FITTINGS PARA MICROFILTRADO DE ACEITE HIDRAULICO,FITTING FOR INSTALLATION HYDRAULIC OIL microfiltration,CAT789CHYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,9/21/2016 12:29,10/13/2016 5:25,3 - Due less than 30 days,Complete,MM3,PR - Project,,18601401,2016-OCT, $-   ,3,0,3
6033864,INSTALACION DE FITTINGS PARA MICROFILTRADO DE ACEITE HIDRAULICO,FITTING FOR INSTALLATION HYDRAULIC OIL microfiltration,CAT789DHYS,422,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,9/21/2016 12:47,10/31/2016 16:33,3 - Due less than 30 days,Complete,MM3,PR - Project,,18601401,2016-OCT, $-   ,0,0,0
6033917,Reemplazar acople R†pido de Suministro de Combustible.,Quick coupling Replace Fuel Supply.,CAT789DENG,434,PUMP FUEL ENGINE HAULTRUCK CATERPILLAR 789D 434,9/21/2016 13:32,9/21/2016 13:16,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,9,13,14
6033990,CAMBIAR LLANTA POS 5 PINCHADA EN LA BANDA DE RODAMIENTO,TIRE CHANGE POS 5 pricked on the TREAD,CAT789DTIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,9/21/2016 14:02,9/21/2016 14:00,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,8,0,8
6034169,Corregir Poca Potencia del Motor.,Correct Little Engine Power.,CAT789CENG,403,ENGINE HAULTRUCK CATERPILLAR 789C 403,9/21/2016 15:32,9/21/2016 15:30,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,8,14,14
6034365,CAMBIO FAROL DEL STOP LADO IZQUIERDO,STOP CHANGING THE LEFT SIDE FAROL,CAT789CELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,9/21/2016 21:54,9/21/2016 21:51,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,3,0,3
6034752,REEMPLAZAR LUZ DE STOP TRACERA DERECHA,REPLACE STOP LIGHT RIGHT tracera,CAT789CELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,9/22/2016 6:45,9/22/2016 6:42,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,0,0
6036199,CARRERA DE FRENO ALTO,BRAKE CAREER HIGH,CAT789DDTS,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,9/22/2016 22:28,9/22/2016 22:27,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,3,0,3
6037349,FIJAR Y AJUSTAR EL TABLERO EN LA CABINA,AND SET THE BOARD SET IN THE COCKPIT,CAT789DFRM,434,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,9/23/2016 23:39,9/23/2016 23:36,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,6,1,6
6037864,CAMBIO DE LLANTA POS 6 ESTA PINCHADA,TYRE CHANGING POS 6 is punctured,CAT789DTIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,9/24/2016 11:29,9/24/2016 11:27,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,5,7,11
6046730,CAMBIO DEL ENGRANAJE SOLAR SECUNDARIO DEL MANDO FINAL LADO IZQUIERDO POR DA•O EN LOS DIENTES.,SOLAR GEAR CHANGE SIDE LEFT SIDE OF FINAL DRIVE FOR DAMAGE TEETH.,CAT789DDTS,434,FINAL DRIVE REAR LEFT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,9/27/2016 8:27,9/27/2016 8:07,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,19,19
6046786,CAMBIO SEMI EJE DEL MANDO IZQUIERDO. PCR34,SEMI SHIFT CONTROL SHAFT LEFT.ˇPCR34,CAT789DDTS,434,FINAL DRIVE REAR LEFT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,9/27/2016 8:31,10/31/2016 8:18,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-SEP, $-   ,9,26,26
6046804,CAMBIO SEMI EJE DEL MANDO DERECHO. PCR34,CHANGE OF COMMAND RIGHT AXLE SEMI.ˇPCR34,CAT789DDTS,434,FINAL DRIVE REAR LEFT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,9/27/2016 8:38,10/31/2016 8:21,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-SEP, $-   ,9,26,26
6047697,cambiar base del extintor manual por deterioro.,change the base of the manual extinguisher impairment.,CAT789CFIR,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,9/27/2016 13:17,9/27/2016 13:14,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,7,7
6047767,Remplazar luz delantera de alta intensidad,Front replace high intensity light,CAT789CELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,9/27/2016 14:00,9/27/2016 13:57,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,15,15
6048125,soldar esparago para soporte de abrasadera,welding esparago to support ligature,CAT789CFRM,403,FRAME HAULTRUCK CATERPILLAR 789C 403,9/27/2016 20:48,9/27/2016 20:44,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,0,0
6049319,CAMBIO DE MANDO FINAL & RUEDA DE FRENO TRASERO IZQUIERDO,FINAL COMMAND CHANGE BRAKE & WHEEL REAR LEFT,CAT789DDTS,434,FINAL DRIVE REAR LEFT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,9/28/2016 6:50,9/28/2016 6:48,3 - Due less than 30 days,Complete,MM3,CM - Corrective,CAT789DPV033,18601401,2016-SEP, $-   ,0,34,34
6049335,INSTALAR BASE SUJECION CABLE DE SEGURIDAD DE LA TOLVA.,INSTALLED BASE FIXING CABLE HOPPER SAFETY.,CAT789CFRM,403,FRAME HAULTRUCK CATERPILLAR 789C 403,9/28/2016 7:13,11-07-16 7:33,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-SEP, $-   ,0,0,0
6049894,MANTENIMIENTO PREVENTIVO 500 HRS CATERPILLAR 789D,PREVENTIVE MAINTENANCE 500 HRS CATERPILLAR 789D,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,9/28/2016 12:58,10-07-16 2:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,CAT789DPV003,18601401,2016-OCT, $-   ,11,20,20
6050072,CAMBIO DEL O-RING DEL VISOR DEL DIFERENCIAL.,O-RING REPLACEMENT DIFFERENTIAL DISPLAY.,CAT789CDTS,403,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,9/28/2016 14:02,10/13/2016 9:01,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-OCT, $-   ,2,1,2
6050089,AJUSTAR CANDADO DEL PIN DEL CILINDRO DE ALZA LADO IZQUIERDO.,PIN SET LOCK CYLINDER LEFT SIDE ALZA.,CAT789CHYS,403,CYLINDER HOIST LEFT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,9/28/2016 14:12,10/13/2016 7:35,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-SEP, $-   ,0,0,0
6050097,INSTALAR BASE DE SUJECION CABLE DE LA TOLVA.,INSTALLED BASE FIXING CABLE HOPPER.,CAT789CFRM,403,FRAME HAULTRUCK CATERPILLAR 789C 403,9/28/2016 14:15,03-04-17 6:08,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-OCT, $-   ,0,0,0
6051700,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789C,PREVENTIVE INSPECTION EVERY 250HRS CATERPILLAR 789C,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,9/29/2016 9:10,10-05-16 7:00,3 - Due less than 30 days,Complete,MM3,PM - Preventative,CAT789CPV008,18601401,2016-OCT, $-   ,3,9,11
6052991,INSTALAR LLANTA POS 4 Y DESMONTAR LLANTA POS 4/6,INSTALL AND REMOVE TYRE TYRE POS 4 POS 4/6,CAT789DTIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,9/29/2016 13:29,9/29/2016 13:27,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,0,0
6053370, PERDIDA DE POTENCIA,POWER LOSS,CAT789DENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,9/29/2016 15:02,9/29/2016 14:59,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,11,22,22
6053731,REEMPLAZAR CONJUNTO DE MANDO FINAL DERECHO,REPLACING FINAL SET CONTROL RIGHT,CAT789DDTS,434,FINAL DRIVE REAR RIGHT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,9/29/2016 20:28,9/29/2016 20:26,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,20,34,34
6054706,Ajustar V†lvulas e Inyector del Cilindro N£m. 16.,Adjust Cylinder valves and injector no. 16.,CAT789DENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,9/30/2016 13:36,9/30/2016 13:32,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,0,0
6054866,REEMPLASO DE BOTON DE BOSINA POR DETERIORO,REEMPLASO button Bosina IMPAIRMENT,CAT789DELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,9/30/2016 15:36,10/31/2016 18:21,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-SEP, $-   ,0,0,0
6055321,INSPECCION FINAL PARA ENTREGA,FINAL INSPECTION FOR DELIVERY,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,10-01-16 3:59,10-01-16 3:57,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-OCT, $-   ,0,0,0
6055406,REEMPLAZAR LUCES DE RETROCESO.,REPLACING BACK LIGHTS.,CAT789DELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,10-01-16 7:13,10-01-16 7:10,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-OCT, $-   ,0,10,10
6055423,CORREGIL FUGA DE AIRE DEL SISTEMA DE FRENO DEL RETARDADOL,CORREGIL LEAK AIR BRAKE SYSTEM RETARDADOL,CAT789CDTS,403,SYSTEM BRAKE DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,10-01-16 7:48,10-01-16 7:45,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-OCT, $-   ,5,0,5
6055439,EVALUAR FUGA POR MULTIPLE DE ESCAPE DEL MOTOR DE AMBOS LADO,EVALUATED BY MULTIPLE EXHAUST LEAK ENGINE SIDE BOTH,CAT789DENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,10-01-16 8:16,10/31/2016 16:12,4 - Due more than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-OCT, $-   ,0,0,0
6055444,REEMPLAZAR COVER DE TUBOS DE ESCAPE,REPLACING EXHAUST PIPE COVER,CAT789DENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,10-01-16 8:20,04-10-17 10:18,4 - Due more than 30 days,WPART,MM3,PM - Preventative,,18601401,2016-NOV, $-   ,0,0,0
6056312,CORREGIR FUGA DE GRASA POR CILINDRO DE LEVANTE,LEAK CORRECTION LIFT CYLINDER GREASE,CAT789DIMP,422,BED IMPLEMENTS SYSTEM HAULTRUCK CATERPILLAR 789D 422,10-02-16 6:41,10-02-16 6:39,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-OCT, $-   ,0,1,1
6056398,CORREGIR LINEA ABIERTA DE SENSOR DE PRESION DE LOS FILTROS DE CARGA DEL CONVERTIDOR,CORRECTING OPEN LINE PRESSURE SENSOR FILTER LOAD CONVERTER,CAT789DELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,10-02-16 9:28,10-02-16 9:25,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-OCT, $-   ,0,0,0
6056547,MOTOR TERMICO NO ENCIENDE,HEAT ENGINE WILL NOT START,CAT789CENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,10-02-16 13:40,10-02-16 13:38,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-OCT, $-   ,6,22,22
6057204,CAMBIAR RETROVISOR DERECHO POR ACCIDENTE,RIGHT REAR VIEW CHANGE BY ACCIDENT,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,10-03-16 6:53,10-03-16 6:48,0 - Immediate,Complete,MM3,CM - Corrective,,18601401,2016-OCT, $-   ,3,13,13
6058030,TIENE LLANTA POS # 3 VACIA.,TYRE HAS POS No. 3 VACIA.,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,10-03-16 12:27,10-03-16 12:24,1 - Due less than 7 days,Complete,MM3,CM - Corrective,,18601401,2016-OCT, $-   ,0,0,0
6058288,REEMPLAZAR VALVULA DE CONTROL DE ARRANQUE NEUMATICO (CAMPA•A DE CAMBIO),REPLACING CONTROL VALVE START TYRE (CHANGE CAMPAIGN),CAT789CAIR,403,AIR SYSTEM HAULTRUCK CATERPILLAR 789C 403,10-03-16 13:30,11-07-16 10:48,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-NOV, $-   ,0,16,16
6058336,REEMPLAZAR VALVULA DE CONTROL DE ARRANQUE NEUMATICO (CAMPA•A DE CAMBIO),REPLACING CONTROL VALVE START TYRE (CHANGE CAMPAIGN),CAT789CAIR,408,AIR SYSTEM HAULTRUCK CATERPILLAR 789C 408,10-03-16 13:46,12-05-16 13:25,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-OCT, $-   ,0,18,18
6058473,CONSERVAR FILTROS DEL SISTEMA HIDRAULICO PARA INSPECCION. CORTAR Y DEJAR EN LA OFICINA DE MONITOREO,PRESERVING FILTERS FOR INSPECTION hydraulic system.ˇCUT AND LEAVE THE OFFICE OF MONITORING,CAT789CDTS,403,DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,10-03-16 15:09,11-07-16 13:19,2 - Due less than 14 days,Complete,MM3,PM - Preventative,,18601401,2016-NOV, $-   ,2,0,2
