Equipo,Start Time,Week,Sistema,System_google_translated,Estado/C¢digo,C¢digo de tipo,End Time,Duration (min),Duration (hrs),Work Type,Comentario,Commentary_google_translated,Locaton
TK408,10/14/2016 4:46,week-042,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,10/15/2016 20:28,2382.2,39.7,Programado,PM 500 HRS + CAMBIO DE VOLANTA DEL MOTOR,PM 500 HRS + CHANGE ENGINE VOLANTA,ENTRADA TALLER 
TK434,10/15/2016 6:19,week-042,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,10/16/2016 3:43,1283.25,21.4,Programado,PM 1000 HRS ,PM 1000 HRS,ENTRADA TALLER 
TK403,10/16/2016 20:14,week-042,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,10/16/2016 21:06,51.28,0.9,No programado,AIRE ACONDICIONADO NO ENFR?A A/C,NO AIR CONDITIONING ENFR? AA / C,PARQUEO TALLER
TK408,10/16/2016 23:25,week-042,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,10/16/2016 23:38,12.72,0.2,No programado,REAJUSTE DE ESPEJO DERECHO,RIGHT MIRROR RESET,PARQUEO TALLER
TK422,10/18/2016 13:42,week-043,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,10/18/2016 20:45,422.83,7,No programado,BAJA POTENCIA DE MOTOR+ EVENTO CAT. #2 DIF TEMP ESC ALTO,LOW POWER MOTOR + EVENT CAT.†No. 2 ESC HIGH TEMP DIF,ENTRADA DE COMBUSTIBLE
TK434,10/19/2016 7:20,week-043,HIDRAULICO,HYDRAULIC,HY-1250  HIDRAULICO-TANQUE,C¢digo Secundario,10/19/2016 7:53,33.68,0.6,No programado,SE INSPECCIONO EL NIVEL DE ACEITE HIDRAULICO Y LAS LLANTAS ,LEVEL OF OIL AND TIRES HYDRAULIC inspected,QQ-11
TK408,10/19/2016 11:48,week-043,MOTOR,MOTOR,EN-1020  MOTOR-ESCAPE,C¢digo Secundario,10/19/2016 15:55,246.7,4.1,No programado,SE REPARO MOFLE ,Repaired MUFFLER,ENTRADA DE COMBUSTIBLE
TK403,10/19/2016 20:19,week-043,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,10/20/2016 3:10,410.38,6.8,No programado,SE REMPLAZO FALLO ELECTRICO EL PAQUETE DE FRENO TRASERO DERECHO,ELECTRICAL FAILURE IS REPLACING THE REAR BRAKE PACKAGE RIGHT,PARQUEO TALLER
TK403,10/20/2016 3:30,week-043,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,10/20/2016 3:52,22.27,0.4,No programado,Operator: la puerta del piloto esta dura y el agarre del sinturon baja asta abajo y se pone dificil de agarrar el guia esta flojo  y ,Operator: door pilot is hard and low grip sinturon pole down and grab it becomes difficult the guide is loose and,PARQUEO HR6
TK408,10/20/2016 7:02,week-043,SEGURIDAD,SECURITY,SF-1620  SEGURIDAD-SUPRESION DE INCENDIOS,C¢digo Secundario,10/20/2016 7:56,53.97,0.9,No programado,SE RECONECT? EL INICIADOR DEL AFEX DE LA CABINA ,SE RECONECT?†The initiator of AFEX CABIN,HR7-VIA5
TK403,10/20/2016 10:47,week-043,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,10/20/2016 16:55,368.72,6.1,No programado,SE CAMBIO EL FILTRO SECADOR + SE CAMBIO EL A/C COMPRESOR,FILTER IS CHANGING THE DRYER + A / C COMPRESSOR CHANGE,ENTRADA DE COMBUSTIBLE
TK422,10/21/2016 9:26,week-043,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,10/21/2016 11:48,142.47,2.4,Programado,INS 250 HRS ,INS 250 HRS,PARQUEO TALLER
TK434,10/22/2016 11:01,week-043,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,10/22/2016 11:17,15.82,0.3,No programado,SE REALIZO PRUEBA POR VIBRACI?N DE AL FRENAR (ESTADO NORMAL),TOOK PLACE PROOF vibration? N OF THE CURB (STATE NORMAL),ENTRADA DE COMBUSTIBLE
TK403,10/22/2016 16:26,week-043,FRENOS,BRAKES,BK-320  FRENOS-VALVULAS,C¢digo Secundario,10/22/2016 22:29,362.5,6,No programado,SE CORRIGIO FUGA DE AIRE POR VALVULA DE ADMISION,Fixed AIR LEAK FROM INLET,HR7-VIA7
TK434,10/22/2016 17:11,week-043,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,10/23/2016 2:09,537.88,9,No programado,REMPLAZO DE FILTRO DE ACEITE Y FILTRO HIDRAULICO DEL FRENO DE SERVICIO,OIL FILTER REPLACEMENT FILTER HYDRAULIC BRAKE AND SERVICE,ENTRADA DE COMBUSTIBLE
TK434,10/24/2016 6:52,week-044,CABINA/CHASSIS,CAB / CHASSIS,CC-420  CABINA/CHASSIS-ESTRUCTURA,C¢digo Secundario,10/24/2016 8:33,101.27,1.7,No programado,FIJAR FICHA DELANTERA ,FRONT SHEET SET,HR6-VIA2
TK408,10/24/2016 11:46,week-044,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,10/24/2016 16:11,264.67,4.4,No programado,NO TIENE AIRE PARA ENCENDIDO ,NOT ON AIR,CRUCE HR5 Y HR3
TK408,10/24/2016 16:11,week-044,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,10/24/2016 18:07,116.38,1.9,No programado,VOLANTA DEFECTUOSA ,DEFECTIVE VOLANTA,PARQUEO HR3
TK408,10/25/2016 9:19,week-044,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,10/25/2016 18:11,531.75,8.9,No programado,REEMPLAZAR 5 MANGUERAS HIDR?ULICA DE DIFERENTE SISTEMA,5 REPLACING HOSES HIDR? ULICA different system,PARQUEO TALLER
TK408,10/25/2016 19:02,week-044,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,10/25/2016 20:12,70.2,1.2,No programado,FALTA AIRE PARA ENCENDIDO,MISSING AIR ON,PARQUEO TALLER
TK408,10/25/2016 20:50,week-044,AIRE,AIR,AR-205  AIRE-COMPRESOR DE AIRE,C¢digo Secundario,10/25/2016 20:55,4.93,0.1,No programado,ESPERANDO QUE SUBA LA PRESION DE AIRE,HOPING TO RAISE THE AIR PRESSURE,ENTRADA DE COMBUSTIBLE
TK408,10/26/2016 7:12,week-044,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,10/26/2016 7:43,31.4,0.5,No programado,NO ENCIENDE POR AIRE ,NO LIGHT AIR,PARQUEO HR3
TK408,10/26/2016 13:19,week-044,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,10/26/2016 14:55,95.97,1.6,No programado,NO ENCIENDE POR AIRE,NO LIGHT AIR,PARQUEO HR7
TK434,10/26/2016 15:00,week-044,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,10/26/2016 16:18,78.8,1.3,No programado,LA PARTE NUMêRICA DEL VIMS SE DESPEG? ESTA SUELTA,NO PART IS RICH VIMS DESPEG?†THIS RELEASE,PARQUEO TALLER
TK408,10/26/2016 19:46,week-044,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,10/27/2016 0:06,260.25,4.3,No programado,CAMBIO DE MANGUERA DE AIRE,CHANGE OF AIR HOSE,HR3-VIA2
TK434,10/28/2016 3:57,week-044,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-830  ELECTRICO 12/24 VOLTS-CABLEADO,C¢digo Secundario,10/28/2016 4:37,39.2,0.7,No programado,"OLOR A QUEMADO EN LA CABINA, FUE INSPECCIONADO  ","BURNT SMELL IN THE COCKPIT, it was inspected",ENTRADA DE COMBUSTIBLE
TK434,10/28/2016 5:41,week-044,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,10/28/2016 18:01,740.2,12.3,No programado,REPARACION DE GRIETA EN TANQUE DE COMBUSTIBLE,REPAIR OF CRACK IN FUEL TANK,SALIDA-ESTACION COMBUSTIBLE
TK403,10/29/2016 7:02,week-044,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,10/29/2016 8:17,75.77,1.3,No programado,NO ENCIENDE POR FALTA DE AIRE,NO AIR LIGHT FOR FAILURE,ENTRADA-PARQUEO 180
TK422,10/29/2016 3:49,week-044,MOTOR,MOTOR,EN-1020  MOTOR-ESCAPE,C¢digo Secundario,10/29/2016 16:10,740.75,12.3,No programado,REEMPLAZO SENSOR DE TEMPERATURA DE ESCAPE,REPLACEMENT EXHAUST TEMPERATURE SENSOR,D-PAGA/200
TK422,10/29/2016 16:10,week-044,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,10/29/2016 16:16,6.28,0.1,No programado,EVALUACION DE LA LLANTA POSICION 4,EVALUATION OF THE TYRE Position 4,D-PAGA/200
TK403,10/29/2016 17:49,week-044,AIRE,AIR,AR-210  AIRE-MANGUERAS/TUBERIAS,C¢digo Secundario,10/29/2016 20:45,175.12,2.9,No programado,SE AJUST? UNA MANGUERA DE AIRE DEL RETARDADOR MANUAL,IS SET?†AIR HOSE MANUAL RETARDER,PARQUEO TALLER
TK408,10/30/2016 9:43,week-044,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,10/30/2016 12:01,137.72,2.3,Programado,INSP. 250 HRS,INSP.†250 HRS,PARQUEO TALLER
TK422,10/30/2016 7:51,week-044,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,10/30/2016 14:43,411.65,6.9,Programado,CAMBIO DE LLANTA POSICION 4 ,TYRE CHANGING POSITIONS 4,PARQUEO TALLER
TK408,10/30/2016 12:01,week-044,CABINA/CHASSIS,CAB / CHASSIS,CC-420  CABINA/CHASSIS-ESTRUCTURA,C¢digo Secundario,10/30/2016 14:48,167.37,2.8,No programado,CAMBIO DE 2 TORNILLOS ROTOS DE LA BASE DEL ENFRIADOR DEL DIFERENCIAL;,CHANGE OF 2 SCREWS BASE BROKEN DIFFERENTIAL COOLER;,PARQUEO TALLER
TK434,10/30/2016 14:33,week-044,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,10/30/2016 17:34,181.65,3,Programado,PM 250 HRS,PM 250 HRS,PARQUEO TALLER
TK434,10/30/2016 17:34,week-044,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,10/30/2016 19:40,125.32,2.1,No programado,SE DETUVO PARA EL CAMBIO DE LAS LLANTAS POSICI?N 5 Y 6. SE ENTREG? OPERATIVO Y SE COORDINAR? EL CAMBIO PARA EL MARTES ,He STOPPED FOR CHANGE OF TIRES POSITION? N 5 and 6. handed?†OPERATING AND COORDINATE?†CHANGE FOR TUESDAY,PARQUEO TALLER
TK434,10/30/2016 22:05,week-044,SEGURIDAD,SECURITY,SF-1630  SEGURIDAD-RADIO DE MINA,C¢digo Secundario,10/30/2016 22:25,20.32,0.3,No programado,LA RADIO DE COMUNICACION NO ENCENDIA ,RADIO COMMUNICATION NO Encendia,MN-11
TK422,10/31/2016 3:03,week-044,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,10/31/2016 6:29,206.05,3.4,Programado,LAVADO PARA PM 2000 HRS,WASH PM 2000 HRS,ENTRADA DE COMBUSTIBLE
TK422,10/31/2016 6:30,week-045,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,10/31/2016 6:45,15.9,0.3,Programado,LAVADO PARA PM 2000 HRS,WASH PM 2000 HRS,ENTRADA DE COMBUSTIBLE
TK434,10/31/2016 13:53,week-045,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,10/31/2016 13:58,5.05,0.1,No programado,TAPA DEL FILTRO DEL AIRE DE MOTOR SE SALIO DE LA BASE,TOP AIR FILTER ENGINE BASE SALIO,ENTRADA DE COMBUSTIBLE
TK408,10/31/2016 14:33,week-045,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,10/31/2016 17:39,186.75,3.1,No programado,NO ENCIENDE POR AIRE,NO LIGHT AIR,HR5-VIA2
TK422,10/31/2016 6:45,week-045,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,11-01-16 11:53,1747.12,29.1,Programado,PM 2000 HRS,PM 2000 HRS,HR5-VIA2
TK403,11-02-16 3:10,week-045,FRENOS,BRAKES,BK-305  FRENOS-ACUMULADOR DE FRENOS,C¢digo Secundario,11-02-16 9:52,402.62,6.7,No programado,EVENTO NIVEL  3 PRESI?N AIRE DE LOS FRENOS BAJO,EVENT PRESSURE LEVEL 3? N AIR UNDER THE BRAKES,MO130B701
TK403,11-02-16 10:10,week-045,FRENOS,BRAKES,BK-305  FRENOS-ACUMULADOR DE FRENOS,C¢digo Secundario,11-02-16 16:07,356.6,5.9,No programado,PRESION DE AIRE BAJA,LOW PRESSURE AIR,MO130B701
TK403,11-02-16 19:08,week-045,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,11-02-16 21:01,112.73,1.9,No programado,NO ENCIENDE POR BATER?A ,NO LIGHTS FOR BATTERY? A,QQ-00
TK434,11-03-16 5:11,week-045,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,11-03-16 5:48,37.53,0.6,No programado,LUCES DELANTERAS DE TRABAJO  NO ENCIENDEN,WORK HEADLIGHTS DO NOT LIGHT,PQ-VIA2
TK403,11-03-16 19:56,week-045,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,11-03-16 22:06,130.32,2.2,No programado,BAJA PRESION DE AIRE DE ENCENDIDO ,LOW PRESSURE AIR POWER,PARQUEO 180
TK403,11-04-16 4:28,week-045,MOTOR,MOTOR,EN-1030  MOTOR-ADMISION,C¢digo Secundario,11-04-16 5:55,86.3,1.4,No programado,BAJA POTENCIA DE MOTOR,LOW POWER ENGINE,PARQUEO TALLER
TK408,11-04-16 8:42,week-045,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,11-04-16 10:03,80.6,1.3,No programado,"ESE EVALU? EL MOTOR DE SUBIR Y BAJAR EL CRISTAL DE LA PUERTA DEL OPERADOR, EL MOTOR EST? AVERIADO. QUED? OPERATIVO HASTA QUE CONSIGAN EL REPUESTO","ESE Eval˙?†MOTOR GLASS UP AND DOWN DOOR OPERATOR, THE MOTOR EST?†FAULTY.†Oued?†OPERATING until they get SPARE",PARQUEO TALLER
TK434,11-04-16 7:36,week-045,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,11-04-16 15:49,492.73,8.2,No programado,SE LE CAMBIO LA LLANTA POSICI?N #5 Y 6,TIRE WILL CHANGE POSITION? N # 5 AND 6,ENTRADA DE COMBUSTIBLE
TK434,11-04-16 15:49,week-045,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,11-04-16 17:36,107.38,1.8,No programado,"SE EVALUO EL EQUIPO POR REPORTE DE QUE NO PASABA LA PRUEBA DE FRENOS, QUEDO OPERATIVO ","We evaluated EQUIPMENT BY REPORT NOT PASSED THE TEST OF BRAKES, QUEDO OPERATIVE",ENTRADA DE COMBUSTIBLE
TK403,11-04-16 6:30,week-045,HIDRAULICO,HYDRAULIC,HY-1245  HIDRAULICO-BOMBAS,C¢digo Secundario,11-05-16 3:46,1276.78,21.3,No programado,CORRECCION DE FUGA POR LA BOMBA DE LEVANTE ,LEAK CORRECTION FOR LIFTING THE PUMP,PARQUEO TALLER
TK434,11-05-16 8:40,week-045,CABINA/CHASSIS,CAB / CHASSIS,CC-420  CABINA/CHASSIS-ESTRUCTURA,C¢digo Secundario,11-05-16 9:56,76.57,1.3,No programado,SE AJUSTO BASE DEL EXTINTOR ,BASE adjusted EXTINTOR,HR6-VIA2
TK422,11-05-16 7:53,week-045,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,11-05-16 10:51,177.9,3,No programado,LAVADO PARA CAMBIO DE LLANTAS POSICI?N 3 Y 4,WASH TIRE CHANGE POSITION? N 3 AND 4,MO-07
TK422,11-05-16 10:51,week-045,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,11-05-16 22:51,720.47,12,Programado,CAMBIO DE LLANTAS 3 Y 4,TIRE CHANGE 3 AND 4,MO-07
TK422,11-06-16 5:43,week-045,AIRE,AIR,AR-220  AIRE-VALVULAS,C¢digo Secundario,11-06-16 6:12,28.98,0.5,No programado,AJUSTE PRESION DE AIRE DE SERVICIO,SETTING AIR PRESSURE SERVICE,PARQUEO TALLER
TK422,11-07-16 0:40,week-045,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,11-07-16 1:34,54.03,0.9,Programado,RETORQUEO DE LLANTAS,RETORQUEO TIRES,PARQUEO TALLER
TK403,11-07-16 1:54,week-045,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,11-07-16 4:51,176.72,2.9,Programado,LAVADO PARA REALIZAR PM 500 HRS,WASH TO PERFORM PM 500 HRS,PARQUEO TALLER
TK403,11-07-16 4:51,week-045,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,11-07-16 6:29,98.68,1.6,Programado,PM 500 HRS,PM 500 HRS,LAVADO
TK422,11-07-16 7:30,week-046,SEGURIDAD,SECURITY,SF-1615  SEGURIDAD-DISPATCH,C¢digo Secundario,11-07-16 7:39,9.32,0.2,No programado,JIGSAW NO FUNCIONA,JIGSAW NOT WORK,S-LG1B/330
TK422,11-07-16 9:08,week-046,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,11-07-16 13:29,260.97,4.3,No programado,SE LE CAMBIO LA V?LVULA DE ACOPLE R?PIDO PARA EL ABASTECIMIENTO DE COMBUSTIBLE  ,CHANGE THE V BE? VALVE COUPLING R? ASK FOR FUELING,ENTRADA TALLER 
TK403,11-07-16 6:30,week-046,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,11-07-16 16:46,616.83,10.3,Programado,PM 500 HRS,PM 500 HRS,LAVADO
TK403,11-07-16 16:48,week-046,SEGURIDAD,SECURITY,SF-1620  SEGURIDAD-SUPRESION DE INCENDIOS,C¢digo Secundario,11-07-16 16:53,5.47,0.1,No programado,SE CONECTO L?NEA DEL INICIADOR DEL AFEX ,L connected? NEA's initiator AFEX,LAVADO
TK422,11-07-16 20:41,week-046,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,11-07-16 21:09,27.93,0.5,No programado,REORIENTACION DE  LAS LUCES DE REVERSA,REORIENTATION REVERSING LIGHTS,PARQUEO TALLER
TK422,11-07-16 22:30,week-046,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,11-08-16 0:49,139,2.3,No programado,EVALUACION POR EVENTO ERROR DE COMBUSTIBLE,EVALUATION BY EVENT FUEL ERROR,PARQUEO TALLER
TK422,11-08-16 5:17,week-046,TREN DE POTENCIA,POWER TRAIN,DT-615  TREN DE POTENCIA-DIFERENCIAL,C¢digo Secundario,11-08-16 6:10,53.32,0.9,No programado,EVALUACION POR EVENTO DE DIFERENCIAL,EVALUATION BY EVENT OF DIFFERENTIAL,PARQUEO TALLER
TK422,11-09-16 8:59,week-046,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,11-09-16 9:05,5.93,0.1,No programado,RETROVISOR DEL LADO DERECHO FLOJO ,RIGHT SIDE MIRROR LOOSE,ENTRADA DE COMBUSTIBLE
TK403,11-10-16 10:21,week-046,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,11-10-16 10:25,3.42,0.1,No programado,EL CINTUR?N DE SEGURIDAD SE QUEDA  TRABADO ,THE BELT? N SECURITY REMAINS LOCKED,CRUCE HR5 Y HR3
TK403,11-10-16 11:21,week-046,SEGURIDAD,SECURITY,SF-1615  SEGURIDAD-DISPATCH,C¢digo Secundario,11-10-16 12:06,44.28,0.7,No programado,INSTALACI?N DE COMPONENTES DEL SISTEMA JIGSAW,Installation of JIGSAW SYSTEM COMPONENTS,PARQUEO HR3
TK422,11-10-16 19:59,week-046,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,11-10-16 20:34,34.9,0.6,No programado,BAJA POTENCIA DE MOTOR,LOW POWER ENGINE,ENTRADA DE COMBUSTIBLE
TK422,11-10-16 21:59,week-046,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,11-10-16 22:22,23.08,0.4,No programado,BAJA POTENCIA DE MOTOR,LOW POWER ENGINE,ENTRADA TALLER 
TK408,11-11-16 4:04,week-046,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,11-11-16 6:02,118.75,2,Programado,LAVADO PARA PM 1000 HRS,WASH PM 1000 HRS,CRUCE HR5 Y HR3
TK403,11-11-16 8:41,week-046,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,11-11-16 10:16,94.68,1.6,No programado,NO ENCIENDE POR AIRE ,NO LIGHT AIR,PARQUEO HR7
TK434,11-11-16 8:20,week-046,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,11-11-16 11:15,175.62,2.9,Programado,LAVADO PARA PM,WASH PM,PARQUEO TALLER
TK422,11-12-16 6:56,week-046,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,11-12-16 8:00,63.73,1.1,No programado,NO ENCIENDE POR ABJO VOLTAGE DE LAS BATERIAS,NO LIGHT FOR BATTERY VOLTAGE abjo,PARQUEO HR11
TK408,11-12-16 5:16,week-046,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,11-12-16 8:42,206.05,3.4,Programado,LAVADO PARA PM 1000 HRS,WASH PM 1000 HRS,HR5-VIA2
TK408,11-12-16 8:42,week-046,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,11/13/2016 2:25,1062.35,17.7,Programado,PM 1000 HRS,PM 1000 HRS,HR5-VIA2
TK422,11-12-16 14:36,week-046,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,11/13/2016 2:41,724.1,12.1,No programado,SE CONECTO EL SENSOR DE TEMPERATURA DE FRENOS DELANTEROS ,TEMPERATURE SENSOR FRONT BRAKE connected,PARQUEO TALLER
TK434,11-11-16 11:15,week-046,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,11/13/2016 3:05,2390.03,39.8,Programado,PM 500 HRS+ REMOVER NEUM?TICO 3 Y 5 PARA REEMPLAZAR LOS TORNILLOS DE SUJECI?N DE  COMPONENTES INTERNOS DEL MANDO FINAL,PM 500 HRS + REMOVING TIRES? TICO 3 AND 5 TO REPLACE CLAMPING BOLTS? N OF COMPONENTS INTERNAL CONTROL END,PARQUEO TALLER
TK434,11/13/2016 3:10,week-046,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,11/13/2016 3:26,15.6,0.3,No programado,SE REALIZ? PRUEBA DE SONIDO AL FRENAR EL EQUIPO,SE REALIZ?†SOUND TEST EQUIPMENT TO CURB,PARQUEO TALLER
TK422,11/13/2016 4:40,week-046,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,11/13/2016 5:01,21,0.4,No programado,SE REALIZ? INSPECCI?N EN LAS LLANTAS POSICI?N 5 Y 6,SE REALIZ?†INSPECTION? N IN POSITION TIRES? N 5 AND 6,PARQUEO TALLER
TK408,11/13/2016 5:22,week-046,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,11/13/2016 7:56,154.1,2.6,No programado,REPARACION DEL SWICH DEL CRISTAL IZQUIERDO NO QUIERE SUBIR,GLASS REPAIR SWICH LEFT NOT WANT TO RAISE,ENTRADA TALLER 
TK422,11/13/2016 7:32,week-046,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,11/13/2016 8:41,68.33,1.1,No programado,NO ENCIENDE POR BAJO VOLTAGE DE LAS BATERIAS,NO LIGHT FOR LOW VOLTAGE BATTERIES,PARQUEO HR7
TK422,11/13/2016 13:18,week-046,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,11/13/2016 13:59,40.87,0.7,No programado,NO ENCIENDE POR BAJO VOLTAGE,NO LIGHT FOR LOW VOLTAGE,HR1-VIA1
TK434,11/13/2016 15:20,week-046,TREN DE POTENCIA,POWER TRAIN,DT-625  TREN DE POTENCIA-MANDO FINAL,C¢digo Secundario,11/13/2016 17:33,132.78,2.2,No programado,CORRECCION FUGA DE ACEITE POR TAPON DE LA MASA MUNION DE LA POSICION 2 ,CORRECTION OIL LEAK STOPPER OF MASS communion position 2,PARQUEO TALLER
TK434,11/13/2016 19:17,week-046,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,11/13/2016 19:47,30.6,0.5,No programado,FUGA DE ACEITE POR LAS LLANTAS 1 Y 3,OIL LEAK TIRES 1 AND 3,HR1-VIA1
TK434,11/13/2016 21:21,week-046,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,11/13/2016 21:27,6.22,0.1,No programado,SE INSPECCIONO FUGA DE ACEITE POR LLANTAS 1 Y 3,Inspected OIL LEAK TIRES 1 AND 3,ENTRADA DE COMBUSTIBLE
